tweets,Sentiment
"@martingambrell in a couple of weeks when the uk's deaths are in the thousands, i'm sure their family members will wish that the warnings had been more gentle.",Extremely Positive
"the line waiting to get in the grocery store today. weird times, man. #pandemiclife #socialdistancing #newnormal #shopping @ hannaford supermarkets",Negative
if you're practicing #socialdistancing by avoiding the grocery store it may be time to dip into your #freezer supply. here are 3 go-to recipes using ingredients you may already have in your freezer and pantry!,Negative
we are in the process of starting a multi year monster bull market in resource sector &; stks. pm stks will lead the way as always.all sectors will rally in rotation. make sure you do not miss these life changing wealth building opportunities.,Extremely Positive
"tesco estimates an up to 925 million hit due to the coronavirus pandemic. 
#tesco #retailer #supermarket #coronavirus #stockmarketnews #uk #ftse100 #davelewis
@tesco",Neutral
"of the four different stores i've been to today, the asian market store had the most stock, the fewest customers, and the best hygiene by employees. i've learned from being home for a week that variety is key. the market had that covered. #coronacrisis #socialdistancing #food",Extremely Positive
"long lasting! maybe if youre a hoarder! anyway, i scored a package !!! unlike the commercial, i did pick it up!  stay calm! fear is your biggest enemy!   #toiletpaper #toiletpapercrisis #coronavirus #coronaviruspandemic",Extremely Negative
re covid19 i'd tell stores to prepackage grocery supplies in a refrigerated semi &; dispense so much per fam-show birth certificates? in a drive thru. theres no way to social distance in a crowded store. #indiafightscorona #bailouts #bailouts #covid_19 #coronacrisis #coronavirus,Negative
if you answered yes what kind of bottle does your hand sanitizer come in,Extremely Positive
"also, stock up on things like this...don't hoard...just see what is available...

#coronavirus 

and go for a walk each day to clear your head...",Extremely Positive
"the fijian competition and consumer commission is urging fijians not to engage in panic-buying because of covid-19.
 #fijisports #fbcsports  #covid-19 
more:",Extremely Negative
"covid-19's impact on consumer spending: grocery store spending has increased by about 34% since january, although the number of grocery visits is up only slightly, indicative of unusually high-transaction-size stockpiling activity.",Positive
some bc dairy farmers being asked to dump milk after drop in demand from restaurants coffee shops and other commercial users amid covid 19 closures some milk being donated to food banks more at 6  @ctvvancouver,Extremely Negative
"@jackiekarmatica lol. someone took a step back from me in line at the supermarket yesterday when i sneezed. people need to relax. i mean, sneezing isn't even a symptom of covid-19. although, it's good to know if someone gets too close, faking a sneeze mig",Extremely Positive
"one of my friends was diagnosed w covid-19. only place he'd gone for the last several weeks was the grocery store &; he tried to be careful. he's doing okay but said that the illness has been like a yo-yo &; the craziest one he's ever experienced. 

stay home. stay healthy.",Extremely Positive
how can i tip the cashier at the grocery store during this pandemic? #covid19insa #covid19 #coronavirus,Neutral
we ve updated our consumer sentiment data gauging people s expectations incomes spending and behavior changes across multiple countries,Neutral
.@mealsonwheelssa has been handing out toilet rolls to help see customers through the supermarket shortage.  #coronavirus #7news,Positive
the recently interviewed marcum national construction leader joseph natarelli read how the crisis is impacting materials prices and staffing,Extremely Negative
"not sure how many days we are into to this crisis, but workers at my grocery store still haven't been provided masks or gloves. nor have we been provided any guidance on how to prevent or lower our exposure to the #coronavirus i suspect with all the extra contact i'll be exposed",Extremely Negative
how about supermarkets create a voluntary emergency donation to add onto our shopping panic buying to be passed straight on to local charities and food banks government need a lesson in what we consider to be priorities,Positive
"any shops or online sellers that inflate prices of necessary items such as hand-wash, hand sanitiser, toilets rolls during the #coronavirus pandemic for a quick pound or dollar should be boycotted to teach them a lesson for their greed.
people before profit!
#coronaviruslockdown",Positive
the tp earrings is proof that there s nothing but shit between her ears and she s full of it,Positive
our are working 7 days a week to keep our city safe even on bank holidays if you need help with food shopping prescriptions or other support you can call 0115 9155555 or register online,Extremely Positive
"'we don't have jobs': unprecedented demand for emergency food relief   via @theage
#coronavirus #covid_19australia #covid19",Neutral
"a welcome move. if you see chemists your area engaging in predatory pricing, please know that it is illegal.",Positive
minister of agriculture land reform and rural development thoko didiza says the country has enough food supplies no need for panic buying ahead of the 21 day lock down 19,Extremely Negative
"changes @stewleonards has taken due to the #coronavirus:
?self serve areas closed.
?no more demos.
?no more tastings.
?individually packaged bagels.
?disinfecting constantly.
?all employees wearing gloves, washing hands.
?opening early for seniors.",Negative
